question_id,question_correct_rate,question_avg_response_time,question_response_time_std,question_interaction_count,difficulty_encoded,response_time_log,topic_Classification & Modeling,topic_Clustering & Unsupervised,topic_Data & Features,topic_Misc / Tools,topic_Rules & Patterns,topic_unknown,difficulty_x_topic_Classification & Modeling,difficulty_x_topic_Clustering & Unsupervised,difficulty_x_topic_Data & Features,difficulty_x_topic_Misc / Tools,difficulty_x_topic_Rules & Patterns,difficulty_x_topic_unknown,correct
123,0.571438167048103,-0.6840795948613619,-0.9021211614649218,0.044705529144561655,0,-0.8604356279571906,0,0,0,0,1,0,0,0,0,0,0,0,1
147,-0.9041758586796569,1.7324680759636433,2.261208193243707,-1.8552794594993154,1,1.1049761083816014,0,0,0,1,0,0,0,0,0,1,0,0,0
143,0.636665004955273,-0.6176826362864679,-0.9534319304906913,-1.2852839629061523,0,0.6034034928444453,0,0,0,0,1,0,0,0,0,0,0,0,0
88,0.5868563428230743,-0.609900930429728,-0.9578919694679864,-1.0952854640417646,0,-0.6867128731174034,0,1,0,0,0,0,0,0,0,0,0,0,1
90,-1.686864809997518,1.466103265290234,0.0976579672697802,0.23470402800894935,2,1.3361253189460343,1,0,0,0,0,0,2,0,0,0,0,0,0
112,0.17764706769534208,1.2871149009542924,1.1243285544636878,1.3746950211952755,0,1.5632568545717744,1,0,0,0,0,0,0,0,0,0,0,0,1
8,0.87495942103483,-0.8984325713737316,-0.5130526742349769,-0.5252899674486015,0,-0.7849306627254241,0,0,1,0,0,0,0,0,0,0,0,0,1
108,-0.5785143810257847,0.9937179674315499,1.0592202097888943,-0.5252899674486015,1,0.4284464684182901,1,0,0,0,0,0,1,0,0,0,0,0,0
17,-0.216094144145666,0.5684545686580579,0.13318035259690775,0.6147010257377248,0,0.5163386527027813,0,0,1,0,0,0,0,0,0,0,0,0,1
54,0.4385768515256023,-0.3761904536237241,-0.5622559522349857,0.6147010257377248,0,-0.30518755522592683,1,0,0,0,0,0,0,0,0,0,0,0,1
93,0.8994463162754491,-0.8325098004271332,-0.3683505395136735,1.1846965223308878,0,-0.582051556094339,1,0,0,0,0,0,0,0,0,0,0,0,1
87,0.3291811201388895,-0.5441181906402285,-0.6788569831328753,0.4247025268733371,0,-0.4398667834072493,0,1,0,0,0,0,0,0,0,0,0,0,1
149,-0.28826545392087316,0.9538533304641673,1.2853374985845787,-0.9052869651773768,0,1.281962455674105,0,0,0,0,1,0,0,0,0,0,0,0,1
131,0.7795899707999938,-0.9387925848847133,-0.4271797432259956,0.044705529144561655,0,-1.1444795463880837,0,1,0,0,0,0,0,0,0,0,0,0,1
130,0.7630056452433375,-1.1133002572992534,-0.5927498925862508,-0.7152884663129891,0,-0.9176413228041005,0,0,0,0,1,0,0,0,0,0,0,0,1
81,0.2925005814966524,0.22433561239885857,-0.21074700583093897,-0.33529146858421377,0,0.09254352359427107,0,1,0,0,0,0,0,0,0,0,0,0,0
122,-1.476076712217983,2.008145649809295,1.8270131029191168,-1.0952854640417646,2,1.0015303323890263,0,0,0,0,1,0,0,0,0,0,2,0,0
85,-0.6431577254499988,1.6644709085746359,1.47068889288518,1.3746950211952755,1,1.9288552652206614,0,1,0,0,0,0,0,1,0,0,0,0,0
79,-0.06786942641887178,0.36944756736185524,-0.2042326804366343,-0.9052869651773768,0,0.47391017145150255,1,0,0,0,0,0,0,0,0,0,0,0,1
1,-1.7425855298397428,1.4435683236909782,0.755493055739396,1.754692018924051,2,1.5278234747436492,0,0,0,1,0,0,0,0,0,2,0,0,1
145,-2.297523072029207,1.3377599240336107,1.7801044194955888,-1.2852839629061523,2,1.4158374221372196,0,0,1,0,0,0,0,0,2,0,0,0,1
55,0.7873413403536483,-0.9280036154226032,-0.5858373140388665,0.4247025268733371,0,-0.6695233018190637,1,0,0,0,0,0,0,0,0,0,0,0,1
19,0.41532431423418525,-0.6571303014721108,-0.7501408747855717,0.044705529144561655,0,-0.45978795064341477,0,1,0,0,0,0,0,0,0,0,0,0,1
11,0.8836658726759392,-0.8740654801664903,-0.6658099877571334,0.044705529144561655,0,-0.9091120663054266,0,0,0,1,0,0,0,0,0,0,0,0,1
92,0.8445864344413765,-0.8705751691755431,-0.2768351416516325,0.8046995246021125,0,-0.5367113448425321,1,0,0,0,0,0,0,0,0,0,0,0,1
108,-0.5785143810257847,0.9937179674315499,1.0592202097888943,-0.5252899674486015,1,1.37394394297832,1,0,0,0,0,0,1,0,0,0,0,0,0
58,0.3112484123582404,-0.13923291907309093,-0.3105121175681538,0.044705529144561655,0,0.17738576518345753,1,0,0,0,0,0,0,0,0,0,0,0,1
1,-1.7425855298397428,1.4435683236909782,0.755493055739396,1.754692018924051,2,0.6546610070800198,0,0,0,1,0,0,0,0,0,2,0,0,0
50,0.41095822980262053,-0.23896483537564048,-0.5632507939667125,-1.2852839629061523,0,0.9106954508483103,1,0,0,0,0,0,0,0,0,0,0,0,0
37,-0.14288165029942937,0.5315173616469385,-0.15303395999237152,0.23470402800894935,0,0.9224599170531813,1,0,0,0,0,0,0,0,0,0,0,0,0
39,0.6484176629626337,-0.6268169021022602,-1.3414694560000502,-0.9052869651773768,0,-0.5983300133538768,0,0,1,0,0,0,0,0,0,0,0,0,1
94,0.8779275295488443,-0.8909817385797031,-0.8887889027719983,-0.33529146858421377,0,-0.9946220089326006,1,0,0,0,0,0,0,0,0,0,0,0,1
73,0.5954685842064011,-0.7202236558591159,-0.4782030303955875,0.8046995246021125,0,-0.9440597707627015,1,0,0,0,0,0,0,0,0,0,0,0,1
145,-2.297523072029207,1.3377599240336107,1.7801044194955888,-1.2852839629061523,2,0.9870350364085471,0,0,1,0,0,0,0,0,2,0,0,0,0
102,0.6484176629626337,-0.6110760714536377,-0.4339534015937101,-0.9052869651773768,0,-0.7774220186862999,1,0,0,0,0,0,0,0,0,0,0,0,1
30,0.8994463162754491,-1.1530952875169582,-1.1322444734329258,1.1846965223308878,0,0.2913728310223451,0,0,1,0,0,0,0,0,0,0,0,0,1
44,0.10395245939498345,0.5018832971696904,0.07615580763557432,-1.6652809606349277,0,0.5596526245167914,0,0,0,1,0,0,0,0,0,0,0,0,1
90,-1.686864809997518,1.466103265290234,0.0976579672697802,0.23470402800894935,2,1.1625957577796346,1,0,0,0,0,0,2,0,0,0,0,0,1
125,0.8836658726759392,-0.845301563118997,-0.34775545093729304,0.044705529144561655,0,-0.5367113448425321,0,0,0,0,1,0,0,0,0,0,0,0,1
57,0.8414513104002286,-1.5283443989530991,-1.2665670015914527,0.6147010257377248,0,-1.6220880903280588,1,0,0,0,0,0,0,0,0,0,0,0,1
102,0.6484176629626337,-0.6110760714536377,-0.4339534015937101,-0.9052869651773768,0,0.12183391946878534,1,0,0,0,0,0,0,0,0,0,0,0,0
52,0.4115905262319561,-0.46252089123866197,-0.12288851185595892,1.1846965223308878,0,-0.5353303832201004,0,0,1,0,0,0,0,0,0,0,0,0,1
132,-0.013756060275637085,0.3838628894046642,-0.16758445331811073,-0.14529296971982605,0,-0.232448229226798,0,0,0,0,1,0,0,0,0,0,0,0,1
111,-0.6700050794587804,1.543549407313917,1.1701659444693266,-1.8552794594993154,1,1.157735919381676,1,0,0,0,0,0,1,0,0,0,0,0,0
42,0.8719222867414198,-1.4814140890005991,-1.1392712444449196,-0.7152884663129891,0,-1.8899729900721793,0,0,1,0,0,0,0,0,0,0,0,0,1
109,-1.6414077047803937,1.4986347749050806,0.9043220990792102,-2.045277958363703,1,0.7673442243272857,1,0,0,0,0,0,1,0,0,0,0,0,0
17,-0.216094144145666,0.5684545686580579,0.13318035259690775,0.6147010257377248,0,1.6002620751996874,0,0,1,0,0,0,0,0,0,0,0,0,1
85,-0.6431577254499988,1.6644709085746359,1.47068889288518,1.3746950211952755,1,1.2492551228796882,0,1,0,0,0,0,0,1,0,0,0,0,0
68,0.7134623319169836,-0.15222737396103334,-0.16937230144714704,-0.5252899674486015,0,0.07946631665249361,0,1,0,0,0,0,0,0,0,0,0,0,1
76,0.1408167633547376,0.49801409431163635,0.2718437585817132,-1.0952854640417646,0,0.7058097027905311,0,1,0,0,0,0,0,0,0,0,0,0,0
42,0.8719222867414198,-1.4814140890005991,-1.1392712444449196,-0.7152884663129891,0,-1.6629864658369384,0,0,1,0,0,0,0,0,0,0,0,0,1
91,0.30197982181992733,-0.20291795588207354,-0.2588889040503444,-0.14529296971982605,0,-0.6207857372611594,1,0,0,0,0,0,0,0,0,0,0,0,1
84,0.6175373346578993,-0.6152472640161171,-0.8696044337708005,1.5646935200596632,0,-0.47694430495067025,0,1,0,0,0,0,0,0,0,0,0,0,1
103,-2.0718162968765546,0.3708976950805329,0.269305075539882,-1.2852839629061523,2,0.22932159615488554,0,1,0,0,0,0,0,2,0,0,0,0,0
43,-0.5362326291556553,1.3821815505789712,1.456308739033318,0.4247025268733371,1,0.4457016920834955,0,0,1,0,0,0,0,0,1,0,0,0,1
133,0.011516665670379445,0.47816069958173024,0.15388538998420156,0.23470402800894935,0,0.8786442836082106,0,0,0,0,1,0,0,0,0,0,0,0,1
99,0.6951157243003914,-0.9436623991337402,-0.7024983918234182,0.8046995246021125,0,-0.7605444771624128,1,0,0,0,0,0,0,0,0,0,0,0,1
13,0.7407326956815721,-0.4981075397435976,-0.43427655070294097,0.6147010257377248,0,-0.11498404338624724,0,0,0,1,0,0,0,0,0,0,0,0,1
112,0.17764706769534208,1.2871149009542924,1.1243285544636878,1.3746950211952755,0,1.2112977518192845,1,0,0,0,0,0,0,0,0,0,0,0,1
137,0.6903733883222437,-0.785365729465504,-1.0442505310428574,0.6147010257377248,0,-0.9741545768515992,0,0,0,0,1,0,0,0,0,0,0,0,1
34,0.557947263245004,-0.6131880188226092,-0.5788228591444924,1.1846965223308878,0,-0.7518234935441537,0,0,1,0,0,0,0,0,0,0,0,0,1
70,0.7320421401961541,-1.5234907131179805,-1.5084354987500674,0.23470402800894935,0,-2.1714059985305165,0,1,0,0,0,0,0,0,0,0,0,0,1
47,-2.5046840203435257,0.6818492256678579,0.5827053507963547,0.9946980234665002,2,0.9599568647513812,1,0,0,0,0,0,2,0,0,0,0,0,0
115,0.5837145758137556,-0.6097811663211553,-0.7158215384941234,0.4247025268733371,0,-0.4595957533196652,1,0,0,0,0,0,0,0,0,0,0,0,1
87,0.3291811201388895,-0.5441181906402285,-0.6788569831328753,0.4247025268733371,0,-0.23084822458886836,0,1,0,0,0,0,0,0,0,0,0,0,1
120,0.6118243713433028,-0.5441126359700348,-0.5312969821658854,-0.33529146858421377,0,-0.7063033890552082,1,0,0,0,0,0,0,0,0,0,0,0,1
45,-2.8517285660606486,0.7266761270872851,0.7627815300785532,2.324687515517214,2,0.6450607829807791,0,0,1,0,0,0,0,0,2,0,0,0,0
1,-1.7425855298397428,1.4435683236909782,0.755493055739396,1.754692018924051,2,1.4651110674318089,0,0,0,1,0,0,0,0,0,2,0,0,0
6,0.1719788116721598,0.05240828769427301,-0.16026262363182758,-2.4252749560924785,0,-0.45594640229644107,0,0,0,1,0,0,0,0,0,0,0,0,1
133,0.011516665670379445,0.47816069958173024,0.15388538998420156,0.23470402800894935,0,0.61034328348793,0,0,0,0,1,0,0,0,0,0,0,0,0
14,-0.7618273357298131,1.582321823073024,1.3386654494707158,-0.7152884663129891,1,1.39959979490078,0,0,1,0,0,0,0,0,1,0,0,0,0
54,0.4385768515256023,-0.3761904536237241,-0.5622559522349857,0.6147010257377248,0,-0.42368524897379073,1,0,0,0,0,0,0,0,0,0,0,0,1
117,0.698366237690158,-0.997379566363776,-1.1364031117008466,-1.0952854640417646,0,-1.3531239911704993,1,0,0,0,0,0,0,0,0,0,0,0,1
114,-0.43384167408889446,0.9148979635939658,2.10097912665727,1.5646935200596632,0,1.59246018123545,1,0,0,0,0,0,0,0,0,0,0,0,0
20,-2.4217516321998738,1.1199489577150297,2.6280987022231224,-0.33529146858421377,2,1.4020411944841815,0,0,1,0,0,0,0,0,2,0,0,0,0
119,-1.6551616418114246,1.4390779241391296,1.1887650990216085,-0.5252899674486015,2,1.2786763168998938,1,0,0,0,0,0,2,0,0,0,0,0,0
38,-1.7965354299615945,1.4952750914331256,0.8465973008691576,-0.7152884663129891,2,1.078632419850906,0,0,1,0,0,0,0,0,2,0,0,0,1
73,0.5954685842064011,-0.7202236558591159,-0.4782030303955875,0.8046995246021125,0,-0.6536662020823717,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0.7873413403536483,-1.5406960664772213,-1.3308391136178341,0.4247025268733371,0,-1.8488874205369659,0,0,0,1,0,0,0,0,0,0,0,0,1
44,0.10395245939498345,0.5018832971696904,0.07615580763557432,-1.6652809606349277,0,0.5391004156688878,0,0,0,1,0,0,0,0,0,0,0,0,1
149,-0.28826545392087316,0.9538533304641673,1.2853374985845787,-0.9052869651773768,0,1.2713487233540741,0,0,0,0,1,0,0,0,0,0,0,0,0
18,-2.4343978230082954,1.0177194408864998,0.4521127441273781,-0.14529296971982605,2,0.9216211658635014,0,1,0,0,0,0,0,2,0,0,0,0,0
38,-1.7965354299615945,1.4952750914331256,0.8465973008691576,-0.7152884663129891,2,1.1514281869002234,0,0,1,0,0,0,0,0,2,0,0,0,1
17,-0.216094144145666,0.5684545686580579,0.13318035259690775,0.6147010257377248,0,1.1636991410019728,0,0,1,0,0,0,0,0,0,0,0,0,0
73,0.5954685842064011,-0.7202236558591159,-0.4782030303955875,0.8046995246021125,0,-0.8214604991016333,1,0,0,0,0,0,0,0,0,0,0,0,1
8,0.87495942103483,-0.8984325713737316,-0.5130526742349769,-0.5252899674486015,0,-1.0219813878192128,0,0,1,0,0,0,0,0,0,0,0,0,1
82,0.43099450240883586,-0.49403836800935974,-0.2876567344431154,0.4247025268733371,0,-0.4969258851153684,0,1,0,0,0,0,0,0,0,0,0,0,1
73,0.5954685842064011,-0.7202236558591159,-0.4782030303955875,0.8046995246021125,0,-0.8214604991016333,1,0,0,0,0,0,0,0,0,0,0,0,1
128,-0.06786942641887178,0.24122995524865057,-0.12649798167401216,-0.9052869651773768,0,0.16421757120538857,0,0,0,0,1,0,0,0,0,0,0,0,1
106,0.7873413403536483,-0.9412859156945045,-0.7362814229866637,0.4247025268733371,0,-1.1355055511474748,1,0,0,0,0,0,0,0,0,0,0,0,1
67,-1.1729209839729045,1.65903663734724,1.5038528877880608,0.6147010257377248,1,1.938773948776144,0,1,0,0,0,0,0,1,0,0,0,0,0
8,0.87495942103483,-0.8984325713737316,-0.5130526742349769,-0.5252899674486015,0,-1.1914947734308816,0,0,1,0,0,0,0,0,0,0,0,0,1
68,0.7134623319169836,-0.15222737396103334,-0.16937230144714704,-0.5252899674486015,0,-0.2619378731511995,0,1,0,0,0,0,0,0,0,0,0,0,1
102,0.6484176629626337,-0.6110760714536377,-0.4339534015937101,-0.9052869651773768,0,-0.45268504948471877,1,0,0,0,0,0,0,0,0,0,0,0,1
15,-1.0662090005941842,1.6282472257747163,0.9084553795449245,-0.14529296971982605,1,1.160719050273128,0,0,1,0,0,0,0,0,1,0,0,0,0
59,0.6243319687747093,-0.7343586820128495,-1.0351599987055027,-1.6652809606349277,0,-0.4657523420664681,1,0,0,0,0,0,0,0,0,0,0,0,1
127,-0.46932085171134913,1.7709001151868076,1.9743001549316421,0.044705529144561655,1,1.6660296771653067,0,0,0,0,1,0,0,0,0,0,1,0,1
26,-1.7158982377047827,1.8471569501199987,1.7057295448363428,0.9946980234665002,2,1.1484355579309307,0,0,1,0,0,0,0,0,2,0,0,0,0
136,0.2523266582218214,-0.18408511239477296,0.06133515553783667,-1.0952854640417646,0,-0.014739441260441948,0,0,0,0,1,0,0,0,0,0,0,0,1
44,0.10395245939498345,0.5018832971696904,0.07615580763557432,-1.6652809606349277,0,1.1716312336117816,0,0,0,1,0,0,0,0,0,0,0,0,0
64,0.7873413403536483,-1.4919267395728504,-1.0766909350482308,0.4247025268733371,0,-1.664727225595357,0,1,0,0,0,0,0,0,0,0,0,0,1
148,-0.6806168979914329,1.7403995922432274,1.5443258585630333,0.9946980234665002,1,1.5002264524357165,0,0,0,0,1,0,0,0,0,0,1,0,1
31,-0.6477068319312879,1.323288078781502,2.643086533744072,-1.6652809606349277,1,1.0757916939662664,0,0,0,1,0,0,0,0,0,1,0,0,1
73,0.5954685842064011,-0.7202236558591159,-0.4782030303955875,0.8046995246021125,0,-1.034119800828235,1,0,0,0,0,0,0,0,0,0,0,0,1
130,0.7630056452433375,-1.1133002572992534,-0.5927498925862508,-0.7152884663129891,0,-2.5094477978387704,0,0,0,0,1,0,0,0,0,0,0,0,1
27,0.5868563428230743,-0.128963105635196,-0.14672158137823135,-1.0952854640417646,0,-0.2619378731511995,0,0,1,0,0,0,0,0,0,0,0,0,1
73,0.5954685842064011,-0.7202236558591159,-0.4782030303955875,0.8046995246021125,0,-0.6501768418199632,1,0,0,0,0,0,0,0,0,0,0,0,0
5,-0.45167828223904755,1.1978345167031514,1.8171131704315873,0.23470402800894935,1,0.9804651469389873,0,0,0,1,0,0,0,0,0,1,0,0,0
26,-1.7158982377047827,1.8471569501199987,1.7057295448363428,0.9946980234665002,2,1.4843531190614536,0,0,1,0,0,0,0,0,2,0,0,0,0
33,0.6011599987965244,-0.6063342631501952,-0.6314189384589611,0.9946980234665002,0,-0.1997339253618298,0,0,1,0,0,0,0,0,0,0,0,0,1
49,-2.8306517767246246,0.7355700264671651,0.5936632702315654,1.754692018924051,2,1.0426360041833376,0,0,1,0,0,0,0,0,2,0,0,0,0
127,-0.46932085171134913,1.7709001151868076,1.9743001549316421,0.044705529144561655,1,1.3046523588933767,0,0,0,0,1,0,0,0,0,0,1,0,1
102,0.6484176629626337,-0.6110760714536377,-0.4339534015937101,-0.9052869651773768,0,-0.4862391234973629,1,0,0,0,0,0,0,0,0,0,0,0,1
7,0.19673452778807235,-0.13760846456842266,-0.012840738619519537,-0.14529296971982605,0,-0.4655597523353666,0,0,1,0,0,0,0,0,0,0,0,0,1
80,0.6764769010612613,-0.7904715800807489,-1.5618805353693874,-1.8552794594993154,0,-1.0798553444834307,0,1,0,0,0,0,0,0,0,0,0,0,1
90,-1.686864809997518,1.466103265290234,0.0976579672697802,0.23470402800894935,2,0.7655750537229189,1,0,0,0,0,0,2,0,0,0,0,0,0
69,0.5456450141594062,-0.6164158115977786,-0.7721737910156989,0.8046995246021125,0,-0.7361487166121127,0,1,0,0,0,0,0,0,0,0,0,0,1
18,-2.4343978230082954,1.0177194408864998,0.4521127441273781,-0.14529296971982605,2,0.8759675714305675,0,1,0,0,0,0,0,2,0,0,0,0,0
138,0.8098761325572423,-0.836674845801153,-0.8422281012524391,-1.0952854640417646,0,-1.242542024291626,0,0,0,0,1,0,0,0,0,0,0,0,1
120,0.6118243713433028,-0.5441126359700348,-0.5312969821658854,-0.33529146858421377,0,-0.4087258050931359,1,0,0,0,0,0,0,0,0,0,0,0,1
49,-2.8306517767246246,0.7355700264671651,0.5936632702315654,1.754692018924051,2,1.032730917254674,0,0,1,0,0,0,0,0,2,0,0,0,0
120,0.6118243713433028,-0.5441126359700348,-0.5312969821658854,-0.33529146858421377,0,-0.4087258050931359,1,0,0,0,0,0,0,0,0,0,0,0,1
111,-0.6700050794587804,1.543549407313917,1.1701659444693266,-1.8552794594993154,1,1.5867382614346626,1,0,0,0,0,0,1,0,0,0,0,0,1
84,0.6175373346578993,-0.6152472640161171,-0.8696044337708005,1.5646935200596632,0,-0.8573512754873837,0,1,0,0,0,0,0,0,0,0,0,0,0
58,0.3112484123582404,-0.13923291907309093,-0.3105121175681538,0.044705529144561655,0,-0.13503921055215437,1,0,0,0,0,0,0,0,0,0,0,0,1
126,0.27288075850196764,-0.008865798446604262,0.10985525972984662,-0.7152884663129891,0,0.0058216488035457425,0,0,0,0,1,0,0,0,0,0,0,0,1
74,0.7229609979473463,-1.5103695110581181,-1.1802316330172162,-0.14529296971982605,0,-1.771115982955632,0,0,0,1,0,0,0,0,0,0,0,0,1
91,0.30197982181992733,-0.20291795588207354,-0.2588889040503444,-0.14529296971982605,0,0.4769812093500384,1,0,0,0,0,0,0,0,0,0,0,0,0
5,-0.45167828223904755,1.1978345167031514,1.8171131704315873,0.23470402800894935,1,0.6921017467126871,0,0,0,1,0,0,0,0,0,1,0,0,1
111,-0.6700050794587804,1.543549407313917,1.1701659444693266,-1.8552794594993154,1,1.3867488984611367,1,0,0,0,0,0,1,0,0,0,0,0,1
120,0.6118243713433028,-0.5441126359700348,-0.5312969821658854,-0.33529146858421377,0,-0.4469385793113591,1,0,0,0,0,0,0,0,0,0,0,0,1
43,-0.5362326291556553,1.3821815505789712,1.456308739033318,0.4247025268733371,1,1.2824921323798009,0,0,1,0,0,0,0,0,1,0,0,0,1
124,0.6540890037452556,-0.8160574649792502,-1.2391588545392942,-0.7152884663129891,0,-0.5800481398874742,0,0,0,0,1,0,0,0,0,0,0,0,1
37,-0.14288165029942937,0.5315173616469385,-0.15303395999237152,0.23470402800894935,0,0.39391461463640615,1,0,0,0,0,0,0,0,0,0,0,0,1
37,-0.14288165029942937,0.5315173616469385,-0.15303395999237152,0.23470402800894935,0,0.5929628279887943,1,0,0,0,0,0,0,0,0,0,0,0,1
101,0.7275520198620213,-0.9609850058121482,-0.6735695044943646,0.044705529144561655,0,-0.6973254800507812,1,0,0,0,0,0,0,0,0,0,0,0,1
6,0.1719788116721598,0.05240828769427301,-0.16026262363182758,-2.4252749560924785,0,0.20277950492923882,0,0,0,1,0,0,0,0,0,0,0,0,1
140,0.8211270579955481,-1.127551348708158,-1.0601330941468274,-0.5252899674486015,0,-1.8696693138030762,0,0,0,0,1,0,0,0,0,0,0,0,1
70,0.7320421401961541,-1.5234907131179805,-1.5084354987500674,0.23470402800894935,0,-1.9173711979113528,0,1,0,0,0,0,0,0,0,0,0,0,1
106,0.7873413403536483,-0.9412859156945045,-0.7362814229866637,0.4247025268733371,0,-1.3206946766241636,1,0,0,0,0,0,0,0,0,0,0,0,1
109,-1.6414077047803937,1.4986347749050806,0.9043220990792102,-2.045277958363703,1,1.0916643316265051,1,0,0,0,0,0,1,0,0,0,0,0,1
150,0.3449995673040472,-0.2984901021510301,-0.089671566242416,-1.47528246177054,0,-0.5117576140402735,0,0,0,0,1,0,0,0,0,0,0,0,1
16,0.21959235036825592,1.2561008669520632,0.5017135098894712,-1.6652809606349277,0,0.809610866685507,0,0,1,0,0,0,0,0,0,0,0,0,1
73,0.5954685842064011,-0.7202236558591159,-0.4782030303955875,0.8046995246021125,0,-0.6536662020823717,1,0,0,0,0,0,0,0,0,0,0,0,1
142,0.20762560795863036,-0.22174690730544638,-0.4173018343601306,-0.9052869651773768,0,-0.31175794261894346,0,0,0,0,1,0,0,0,0,0,0,0,1
7,0.19673452778807235,-0.13760846456842266,-0.012840738619519537,-0.14529296971982605,0,-0.5760454205147454,0,0,1,0,0,0,0,0,0,0,0,0,1
95,0.5954685842064011,-0.6255228636459196,-0.8176952131316845,0.8046995246021125,0,-0.3559419035652782,1,0,0,0,0,0,0,0,0,0,0,0,1
143,0.636665004955273,-0.6176826362864679,-0.9534319304906913,-1.2852839629061523,0,-0.3908373635117881,0,0,0,0,1,0,0,0,0,0,0,0,1
60,0.5639081468225616,-0.39356127607322594,-0.5054953305423884,1.3746950211952755,0,-0.23707538865557884,1,0,0,0,0,0,0,0,0,0,0,0,1
90,-1.686864809997518,1.466103265290234,0.0976579672697802,0.23470402800894935,2,0.6558424169059943,1,0,0,0,0,0,2,0,0,0,0,0,1
100,0.749518392531599,-1.006279002020887,-1.2034575986084581,-1.2852839629061523,0,0.28943958303802875,1,0,0,0,0,0,0,0,0,0,0,0,1
32,-1.0341189394750192,2.184606312461486,2.4801445704931173,-0.7152884663129891,1,1.3400746753497477,1,0,0,0,0,0,1,0,0,0,0,0,1
11,0.8836658726759392,-0.8740654801664903,-0.6658099877571334,0.044705529144561655,0,-0.37529758541356556,0,0,0,1,0,0,0,0,0,0,0,0,1
13,0.7407326956815721,-0.4981075397435976,-0.43427655070294097,0.6147010257377248,0,-0.5129317502460351,0,0,0,1,0,0,0,0,0,0,0,0,1
104,0.5776438242263447,-1.0395741656627533,-1.5218095460448768,0.23470402800894935,0,-0.9012781210680701,1,0,0,0,0,0,0,0,0,0,0,0,1
110,0.4072251158517818,-0.5934627057048354,-0.6739330429991417,-0.14529296971982605,0,-0.43357390256863715,1,0,0,0,0,0,0,0,0,0,0,0,1
129,0.636665004955273,-0.7146520815572139,-0.7771776962728781,-1.2852839629061523,0,-0.5117576140402735,0,0,0,0,1,0,0,0,0,0,0,0,1
134,-1.1483563674384258,1.4644828359650577,1.593681064379727,0.8046995246021125,1,1.3522011493250834,0,0,0,0,1,0,0,0,0,0,1,0,0
144,0.10309660860634964,-0.008655822412093747,0.31166173817874393,0.044705529144561655,0,1.89666425815185,0,0,1,0,0,0,0,0,0,0,0,0,0
128,-0.06786942641887178,0.24122995524865057,-0.12649798167401216,-0.9052869651773768,0,0.5643958310412152,0,0,0,0,1,0,0,0,0,0,0,0,0
38,-1.7965354299615945,1.4952750914331256,0.8465973008691576,-0.7152884663129891,2,1.1515389662149595,0,0,1,0,0,0,0,0,2,0,0,0,1
63,0.7229609979473463,-0.10936015689958539,-0.12096587909777386,-0.14529296971982605,0,0.2980549910027095,0,1,0,0,0,0,0,0,0,0,0,0,1
72,-0.8119410195019346,1.5684677119960315,1.8939026463982478,0.23470402800894935,1,1.410367297086826,0,1,0,0,0,0,0,1,0,0,0,0,1
141,0.8382480314886213,-0.8544477243555477,-0.951651508455736,0.4247025268733371,0,-0.541055760551514,0,0,1,0,0,0,0,0,0,0,0,0,1
39,0.6484176629626337,-0.6268169021022602,-1.3414694560000502,-0.9052869651773768,0,-0.47694430495067025,0,0,1,0,0,0,0,0,0,0,0,0,1
16,0.21959235036825592,1.2561008669520632,0.5017135098894712,-1.6652809606349277,0,0.9894949444112606,0,0,1,0,0,0,0,0,0,0,0,0,1
100,0.749518392531599,-1.006279002020887,-1.2034575986084581,-1.2852839629061523,0,-1.4936701284936467,1,0,0,0,0,0,0,0,0,0,0,0,1
84,0.6175373346578993,-0.6152472640161171,-0.8696044337708005,1.5646935200596632,0,-0.26949205496393114,0,1,0,0,0,0,0,0,0,0,0,0,0
61,0.8506607372710999,-0.8671196883049148,-0.6140864249192279,1.1846965223308878,0,-0.37529758541356556,0,1,0,0,0,0,0,0,0,0,0,0,1
31,-0.6477068319312879,1.323288078781502,2.643086533744072,-1.6652809606349277,1,0.9174237974006841,0,0,0,1,0,0,0,0,0,1,0,0,0
54,0.4385768515256023,-0.3761904536237241,-0.5622559522349857,0.6147010257377248,0,-0.28321133130321585,1,0,0,0,0,0,0,0,0,0,0,0,1
25,-1.7628263678899887,1.4498047182125795,0.584622380062202,-0.5252899674486015,2,1.236908385581365,0,1,0,0,0,0,0,2,0,0,0,0,1
126,0.27288075850196764,-0.008865798446604262,0.10985525972984662,-0.7152884663129891,0,0.4578043135070582,0,0,0,0,1,0,0,0,0,0,0,0,1
50,0.41095822980262053,-0.23896483537564048,-0.5632507939667125,-1.2852839629061523,0,0.6322553604007339,1,0,0,0,0,0,0,0,0,0,0,0,0
54,0.4385768515256023,-0.3761904536237241,-0.5622559522349857,0.6147010257377248,0,-0.26517299033801855,1,0,0,0,0,0,0,0,0,0,0,0,1
102,0.6484176629626337,-0.6110760714536377,-0.4339534015937101,-0.9052869651773768,0,-0.8071400513999809,1,0,0,0,0,0,0,0,0,0,0,0,1
67,-1.1729209839729045,1.65903663734724,1.5038528877880608,0.6147010257377248,1,1.3125262022558541,0,1,0,0,0,0,0,1,0,0,0,0,1
129,0.636665004955273,-0.7146520815572139,-0.7771776962728781,-1.2852839629061523,0,-0.43605129985293006,0,0,0,0,1,0,0,0,0,0,0,0,0
